temperature,humidity,pressure,gas,altitude,xg,yg,zg,mic,emf,light,ain,vMic,vEmf,vLight,vAin,us_raw,us_compensated,time_of_flight,status,,,,,
30.957989,17.32521946,100,429,53.839603,0.025391,-0.013672,1.005859,9,686,673,204,0.027,2.058,2.019,0.612,1963,1981.50354,10195050.95,Not Cooking,,,,,
30.837921,16.19856184,100,410,53.839603,0.023438,-0.005859,0.994141,9,685,679,204,0.027,2.055,2.037,0.612,2180,1973.624023,10177583.7,Not Cooking,,,,,
30.766256,14.61925622,100,406,53.755703,0.017578,-0.017578,0.994141,8,687,703,203,0.024,2.061,2.109,0.609,2090,1970.964355,10177583.7,Not Cooking,,,,,
30.721622,16.174395,100,404,53.755703,0.017578,-0.013672,1,7,686,696,202,0.021,2.058,2.088,0.606,2394,1969.448975,10177583.7,Not Cooking,,,,,
30.693335,15.97803487,100,399,53.755703,0.015625,-0.013672,1.007812,8,685,671,203,0.024,2.055,2.013,0.609,2191,1967.666016,10177583.7,Not Cooking,,,,,
30.67919,15.90463754,100,396,53.672306,0.03125,-0.023438,0.992188,7,686,694,201,0.021,2.058,2.082,0.603,2146,1967.308472,10177583.7,Not Cooking,,,,,
30.667873,14.79269065,100,394,53.672306,0.015625,-0.019531,1,9,687,643,203,0.027,2.061,1.929,0.609,2118,1967.15332,10177583.7,Not Cooking,,,,,
30.662531,14.89007341,100,387,53.672306,0.013672,-0.007812,1,8,687,705,203,0.024,2.061,2.115,0.609,2162,1975.136597,10218340.61,Not Cooking,,,,,
30.654043,16.87810893,100,382,53.755703,0.019531,-0.015625,1.021484,7,685,654,201,0.021,2.055,1.962,0.603,2167,1970.314331,10195050.95,Not Cooking,,,,,
30.654673,13.34498389,100,385,53.672306,0.023438,-0.017578,0.994141,9,686,705,203,0.027,2.058,2.115,0.609,2033,1966.645386,10177583.7,Not Cooking,,,,,
30.649958,16.50150758,100,393,53.755703,0.025391,-0.009766,1,7,686,685,200,0.021,2.058,2.055,0.6,2371,1969.746338,10195050.95,Not Cooking,,,,,
30.654987,13.07587767,100,397,53.672306,0.023438,-0.011719,1.025391,8,687,663,203,0.024,2.061,1.989,0.609,1965,1966.336426,10177583.7,Not Cooking,,,,,
30.659073,14.82828349,100,405,53.755703,0.025391,-0.009766,1.003906,8,687,705,202,0.024,2.061,2.115,0.606,1851,1966.443115,10177583.7,Not Cooking,,,,,
30.670704,17.06586316,100,411,53.755703,0.017578,-0.013672,1.005859,9,685,655,203,0.027,2.055,1.965,0.609,2043,1962.220825,10154294.03,Not Cooking,,,,,
30.681391,14.85740628,100,414,53.755703,0.019531,-0.005859,1.001953,8,686,702,203,0.024,2.058,2.106,0.609,2089,1967.086182,10177583.7,Not Cooking,,,,,
30.680447,14.053593,100,415,53.839603,0.023438,-0.015625,0.988281,8,686,661,202,0.024,2.058,1.983,0.606,1901,1962.634155,10154294.03,Not Cooking,,,,,
30.681705,16.13448197,100,419,53.672306,0.019531,-0.007812,0.986328,9,687,704,203,0.027,2.061,2.112,0.609,2434,1962.804443,10154294.03,Not Cooking,,,,,
30.688934,17.14819484,100,418,53.755703,0.017578,-0.011719,0.988281,7,685,663,200,0.021,2.055,1.989,0.6,1778,1967.698486,10177583.7,Not Cooking,,,,,
30.692392,15.69774964,100,421,53.755703,0.025391,-0.007812,1.013672,9,686,708,202,0.027,2.058,2.124,0.606,1989,1963.236694,10154294.03,Not Cooking,,,,,
30.691763,17.25839778,100,422,53.755703,0.013672,0,1.009766,10,686,652,201,0.03,2.058,1.956,0.603,2475,1967.973511,10177583.7,Not Cooking,,,,,
30.689877,13.49685357,100,424,53.672306,0.021484,0.005859,0.974609,7,687,705,203,0.021,2.061,2.115,0.609,2037,1968.032227,10177583.7,Not Cooking,,,,,
30.692392,16.30249057,100,427,53.672306,0.017578,-0.009766,0.994141,8,685,655,202,0.024,2.055,1.965,0.606,1883,1968.131348,10177583.7,Not Cooking,,,,,
30.693964,13.48995774,100,428,53.755703,0.019531,-0.015625,1.005859,9,686,708,201,0.027,2.058,2.124,0.603,2288,1968.066162,10177583.7,Not Cooking,,,,,
30.699619,13.20300167,100,428,53.755703,0.013672,-0.003906,1.017578,9,686,644,202,0.027,2.058,1.932,0.606,2446,1963.551025,10154294.03,Not Cooking,,,,,
30.704962,13.73195857,100,428,53.755703,0.027344,-0.007812,1.013672,9,687,705,201,0.027,2.061,2.115,0.603,1715,1963.585938,10154294.03,Not Cooking,,,,,
30.711563,14.67039914,100,424,53.839603,0.023438,-0.007812,1.011719,7,685,665,201,0.021,2.055,1.995,0.603,2125,1963.742676,10154294.03,Not Cooking,,,,,
30.715336,14.43952473,100,428,53.672306,0.021484,-0.013672,0.998047,9,686,705,203,0.027,2.058,2.115,0.609,2366,1963.866699,10154294.03,Not Cooking,,,,,
30.713764,17.00953274,100,426,53.672306,0.019531,-0.009766,0.988281,7,686,690,202,0.021,2.058,2.07,0.606,2347,1963.883423,10154294.03,Not Cooking,,,,,
30.713449,14.14399361,100,426,53.588406,0.027344,-0.011719,0.998047,9,688,685,201,0.027,2.064,2.055,0.603,1772,1963.949707,10154294.03,Not Cooking,,,,,
30.716593,15.53311095,100,425,53.421112,0.017578,-0.007812,1.001953,9,686,694,203,0.027,2.058,2.082,0.609,1723,1960.594727,10136826.78,Not Cooking,,,,,
30.718792,16.85718591,100,428,53.504505,0.023438,-0.009766,1.017578,9,686,705,202,0.027,2.058,2.115,0.606,1908,1960.638794,10136826.78,Not Cooking,,,,,
30.722879,16.34773681,100,431,53.421112,0.019531,-0.011719,1,7,686,684,202,0.021,2.058,2.052,0.606,2318,1960.720703,10136826.78,Not Cooking,,,,,
30.726023,15.00538484,100,425,53.421112,0.021484,-0.007812,0.988281,8,688,673,203,0.024,2.064,2.019,0.609,2184,1972.202515,10195050.95,Not Cooking,,,,,
30.728222,14.97039354,100,422,53.337723,0.023438,-0.011719,1.005859,9,685,657,202,0.027,2.055,1.971,0.606,2017,1960.803711,10136826.78,Not Cooking,,,,,
30.731052,15.76679448,100,418,53.421112,0.019531,-0.007812,1.001953,9,686,709,202,0.027,2.058,2.127,0.606,2413,1964.230713,10154294.03,Not Cooking,,,,,
30.73608,17.31647287,100,417,53.504505,0.021484,-0.011719,1.001953,9,687,640,203,0.027,2.061,1.92,0.609,2244,1964.307617,10154294.03,Not Cooking,,,,,
30.74111,13.9356645,100,410,53.588406,0.015625,-0.005859,1.007812,7,687,706,203,0.021,2.061,2.118,0.609,2067,1960.91748,10136826.78,Not Cooking,,,,,
30.746769,14.81106869,100,398,53.588406,0.019531,-0.009766,1.015625,8,685,667,201,0.024,2.055,2.001,0.603,2237,1964.328979,10154294.03,Not Cooking,,,,,
30.749283,13.67415091,100,379,53.672306,0.023438,-0.005859,0.996094,8,686,694,202,0.024,2.058,2.082,0.606,2079,1972.113525,10195050.95,Not Cooking,,,,,
30.753368,16.29538802,100,358,53.672306,0.03125,-0.009766,0.994141,8,688,688,203,0.024,2.064,2.064,0.609,2415,1960.511597,10136826.78,Not Cooking,,,,,
30.755569,15.44787847,100,348,53.588406,0.023438,0,1.015625,8,685,663,204,0.024,2.055,1.989,0.612,2103,1963.70752,10154294.03,Not Cooking,,,,,
30.758398,13.17651424,100,341,53.504505,0.03125,-0.009766,1.005859,8,686,707,201,0.024,2.058,2.121,0.603,1892,1960.153442,10136826.78,Not Cooking,,,,,
30.762798,16.5104968,100,334,53.421112,0.021484,-0.015625,1.007812,7,686,641,203,0.021,2.058,1.923,0.609,2226,1960.120728,10136826.78,Not Cooking,,,,,
30.767513,15.04374051,100,335,53.421112,0.021484,-0.009766,1.005859,9,687,704,202,0.027,2.061,2.112,0.606,2177,1960.11853,10136826.78,Not Cooking,,,,,
30.775997,16.63292863,100,332,53.421112,0.025391,0.001953,1,8,685,671,201,0.024,2.055,2.013,0.603,1938,1960.264404,10136826.78,Not Cooking,,,,,
30.781027,15.90954439,100,336,53.337723,0.015625,-0.005859,1.015625,7,686,703,201,0.021,2.058,2.109,0.603,2096,1968.339722,10177583.7,Not Cooking,,,,,
30.786686,14.20229504,100,342,53.337723,0.021484,-0.013672,1.013672,9,688,697,203,0.027,2.064,2.091,0.609,2224,1964.0177,10154294.03,Not Cooking,,,,,
30.790771,17.04869946,100,355,53.253822,0.011719,-0.011719,1,9,686,674,202,0.027,2.058,2.022,0.606,1974,1964.293579,10154294.03,Not Cooking,,,,,
30.792658,14.83186277,100,367,53.337723,0.015625,-0.011719,0.998047,9,686,707,202,0.027,2.058,2.121,0.606,2034,1972.453735,10195050.95,Not Cooking,,,,,
30.796743,16.78359924,100,377,53.337723,0.023438,-0.005859,1.007812,8,687,672,203,0.024,2.061,2.016,0.609,1767,1964.800659,10154294.03,Not Cooking,,,,,
30.800516,13.75399223,100,385,53.337723,0.021484,-0.007812,1.001953,7,688,704,203,0.021,2.064,2.112,0.609,1931,1973.025269,10195050.95,Not Cooking,,,,,
30.795486,13.82312059,100,384,53.421112,0.023438,-0.013672,1.003906,9,685,659,203,0.027,2.055,1.977,0.609,2409,1972.948242,10195050.95,Not Cooking,,,,,
30.798315,13.8441903,100,373,53.421112,0.011719,-0.005859,1,9,686,707,202,0.027,2.058,2.121,0.606,2228,1972.786621,10195050.95,Not Cooking,,,,,
30.800201,13.68996604,100,369,53.504505,0.017578,-0.009766,1.003906,9,687,640,201,0.027,2.061,1.92,0.603,2116,1972.678833,10195050.95,Not Cooking,,,,,
30.801458,17.35312177,100,373,53.588406,0.027344,-0.017578,1.007812,7,687,703,202,0.021,2.061,2.109,0.606,1880,1972.631226,10195050.95,Not Cooking,,,,,
30.803345,17.47502714,100,373,53.588406,0.019531,-0.013672,1.019531,9,686,692,203,0.027,2.058,2.076,0.609,1772,1964.666992,10154294.03,Not Cooking,,,,,
30.80743,13.13711736,100,375,53.672306,0.021484,-0.005859,0.992188,7,687,673,200,0.021,2.061,2.019,0.6,2105,1961.208862,10136826.78,Not Cooking,,,,,
30.807117,14.75942088,100,371,53.588406,0.017578,-0.007812,1.009766,7,687,702,203,0.021,2.061,2.106,0.609,2204,1964.524902,10154294.03,Not Cooking,,,,,
30.806803,17.32411128,100,361,53.504505,0.019531,-0.015625,0.996094,7,685,654,203,0.021,2.055,1.962,0.609,1738,1960.90625,10136826.78,Not Cooking,,,,,
30.808689,17.43054356,100,329,53.588406,0.009766,-0.007812,1.009766,9,686,704,201,0.027,2.058,2.112,0.603,1901,1971.974487,10195050.95,Not Cooking,,,,,
30.823776,16.25906029,100,299,53.755703,0.029297,-0.013672,1.007812,8,686,691,203,0.024,2.058,2.073,0.609,1985,1968.783325,10177583.7,Not Cooking,,,,,
30.822834,15.23377882,100,331,53.672306,0.015625,-0.009766,0.990234,9,687,654,202,0.027,2.061,1.962,0.606,2099,1972.838135,10195050.95,Not Cooking,,,,,
30.822519,16.34956916,100,345,53.755703,0.015625,-0.009766,1.009766,8,685,705,203,0.024,2.055,2.115,0.609,2121,1969.933716,10177583.7,Not Cooking,,,,,
30.823776,13.81186064,100,357,53.755703,0.025391,-0.009766,0.986328,9,686,708,202,0.027,2.058,2.124,0.606,2125,1965.874634,10154294.03,Not Cooking,,,,,
30.824718,16.38835163,100,366,53.755703,0.021484,0.003906,0.994141,8,687,641,202,0.024,2.061,1.923,0.606,1707,1963.196777,10136826.78,Not Cooking,,,,,
30.825663,14.13059705,100,375,53.588406,0.019531,-0.015625,1.015625,9,687,691,202,0.027,2.061,2.073,0.606,2029,1974.800293,10195050.95,Not Cooking,,,,,
30.829748,15.89529756,100,391,53.504505,0.025391,-0.007812,0.994141,8,686,688,203,0.024,2.058,2.064,0.609,1848,1963.480835,10136826.78,Not Cooking,,,,,
30.831635,13.07702164,100,395,53.421112,0.021484,-0.007812,1.001953,7,688,704,202,0.021,2.064,2.112,0.606,2391,1971.646851,10177583.7,Not Cooking,,,,,
30.830063,16.8253607,100,400,53.421112,0.013672,0,0.984375,7,685,655,204,0.021,2.055,1.965,0.612,2321,1967.185303,10136826.78,Not Cooking,,,,,
31.3116,16.39534097,100,406,52.919254,0.03125,-0.005859,0.990234,8,686,683,201,0.024,2.058,2.049,0.603,1881,756.969299,3959243.086,Not Cooking,,,,,
31.311914,16.19303779,100,416,52.835358,0.017578,-0.013672,0.992188,9,687,668,202,0.027,2.061,2.004,0.606,2181,835.155151,4355167.394,Not Cooking,,,,,
31.315685,15.62648116,100,414,52.835358,0.011719,-0.003906,1.013672,9,688,653,203,0.027,2.064,1.959,0.609,2471,788.304382,4116448.326,Not Cooking,,,,,
31.322916,17.3413256,100,417,52.751972,0.017578,-0.015625,1.005859,9,688,700,202,0.027,2.064,2.1,0.606,1957,752.871338,3935953.421,Not Cooking,,,,,
31.326687,17.14463059,100,424,52.751972,0.027344,-0.009766,1.001953,7,686,654,202,0.021,2.058,1.962,0.606,2145,969.914795,5036390.102,Not Cooking,,,,,
31.329203,17.00687076,100,426,52.668079,0.017578,-0.009766,1.003906,7,687,704,203,0.021,2.061,2.112,0.609,2342,914.783936,4756914.119,Not Cooking,,,,,
31.332031,14.90662116,100,419,52.500294,0.019531,-0.017578,1.003906,8,687,667,202,0.024,2.061,2.001,0.606,2364,1967.311279,10096069.87,Not Cooking,,,,,
30.957989,14,100,429,53.839603,0.025391,-0.013672,1.005859,9,686,673,204,0.027,2.058,2.019,0.612,2755,1981.50354,10195050.95,Not Cooking,,,,,
30.837921,14.080591,100,410,53.839603,0.023438,-0.005859,0.994141,9,685,679,204,0.027,2.055,2.037,0.612,2394,1973.624023,10177583.7,Not Cooking,,,,,
30.766256,14.092205,100,406,53.755703,0.017578,-0.017578,0.994141,8,687,703,203,0.024,2.061,2.109,0.609,1711,1970.964355,10177583.7,Not Cooking,,,,,
30.721622,14.119919,100,404,53.755703,0.017578,-0.013672,1,7,686,696,202,0.021,2.058,2.088,0.606,2782,1969.448975,10177583.7,Not Cooking,,,,,
30.693335,14.153337,100,399,53.755703,0.015625,-0.013672,1.007812,8,685,671,203,0.024,2.055,2.013,0.609,1961,1967.666016,10177583.7,Not Cooking,,,,,
30.67919,14.167571,100,396,53.672306,0.03125,-0.023438,0.992188,7,686,694,201,0.021,2.058,2.082,0.603,2628,1967.308472,10177583.7,Not Cooking,,,,,
30.667873,14.152176,100,394,53.672306,0.015625,-0.019531,1,9,687,643,203,0.027,2.061,1.929,0.609,2196,1967.15332,10177583.7,Not Cooking,,,,,
30.662531,14.127142,100,387,53.672306,0.013672,-0.007812,1,8,687,705,203,0.024,2.061,2.115,0.609,2145,1975.136597,10218340.61,Not Cooking,,,,,
30.654043,14.146585,100,382,53.755703,0.019531,-0.015625,1.021484,7,685,654,201,0.021,2.055,1.962,0.603,2782,1970.314331,10195050.95,Not Cooking,,,,,
30.654673,14.201171,100,385,53.672306,0.023438,-0.017578,0.994141,9,686,705,203,0.027,2.058,2.115,0.609,2779,1966.645386,10177583.7,Not Cooking,,,,,
30.649958,14.24561,100,393,53.755703,0.025391,-0.009766,1,7,686,685,200,0.021,2.058,2.055,0.6,1967,1969.746338,10195050.95,Not Cooking,,,,,
30.654987,14.265697,100,397,53.672306,0.023438,-0.011719,1.025391,8,687,663,203,0.024,2.061,1.989,0.609,2798,1966.336426,10177583.7,Not Cooking,,,,,
30.659073,14.260921,100,405,53.755703,0.025391,-0.009766,1.003906,8,687,705,202,0.024,2.061,2.115,0.606,2001,1966.443115,10177583.7,Not Cooking,,,,,
30.670704,14.241602,100,411,53.755703,0.017578,-0.013672,1.005859,9,685,655,203,0.027,2.055,1.965,0.609,2820,1962.220825,10154294.03,Not Cooking,,,,,
30.681391,14.222241,100,414,53.755703,0.019531,-0.005859,1.001953,8,686,702,203,0.024,2.058,2.106,0.609,2908,1967.086182,10177583.7,Not Cooking,,,,,
30.680447,14.197389,100,415,53.839603,0.023438,-0.015625,0.988281,8,686,661,202,0.024,2.058,1.983,0.606,1731,1962.634155,10154294.03,Not Cooking,,,,,
30.681705,14.167685,100,419,53.672306,0.019531,-0.007812,0.986328,9,687,704,203,0.027,2.061,2.112,0.609,2028,1962.804443,10154294.03,Not Cooking,,,,,
30.688934,14.128345,100,418,53.755703,0.017578,-0.011719,0.988281,7,685,663,200,0.021,2.055,1.989,0.6,2424,1967.698486,10177583.7,Not Cooking,,,,,
30.692392,14.123544,100,421,53.755703,0.025391,-0.007812,1.013672,9,686,708,202,0.027,2.058,2.124,0.606,2209,1963.236694,10154294.03,Not Cooking,,,,,
30.691763,14.083858,100,422,53.755703,0.013672,0,1.009766,10,686,652,201,0.03,2.058,1.956,0.603,2495,1967.973511,10177583.7,Not Cooking,,,,,
30.689877,14.063951,100,424,53.672306,0.021484,0.005859,0.974609,7,687,705,203,0.021,2.061,2.115,0.609,2143,1968.032227,10177583.7,Not Cooking,,,,,
30.692392,14.054153,100,427,53.672306,0.017578,-0.009766,0.994141,8,685,655,202,0.024,2.055,1.965,0.606,2479,1968.131348,10177583.7,Not Cooking,,,,,
30.693964,14.074045,100,428,53.755703,0.019531,-0.015625,1.005859,9,686,708,201,0.027,2.058,2.124,0.603,2387,1968.066162,10177583.7,Not Cooking,,,,,
30.699619,14.089172,100,428,53.755703,0.013672,-0.003906,1.017578,9,686,644,202,0.027,2.058,1.932,0.606,2176,1963.551025,10154294.03,Not Cooking,,,,,
30.704962,14.104285,100,428,53.755703,0.027344,-0.007812,1.013672,9,687,705,201,0.027,2.061,2.115,0.603,2817,1963.585938,10154294.03,Not Cooking,,,,,
30.711563,14.099627,100,424,53.839603,0.023438,-0.007812,1.011719,7,685,665,201,0.021,2.055,1.995,0.603,2450,1963.742676,10154294.03,Not Cooking,,,,,
30.715336,14.089887,100,428,53.672306,0.021484,-0.013672,0.998047,9,686,705,203,0.027,2.058,2.115,0.609,1942,1963.866699,10154294.03,Not Cooking,,,,,
30.713764,14.079903,100,426,53.672306,0.019531,-0.009766,0.988281,7,686,690,202,0.021,2.058,2.07,0.606,2904,1963.883423,10154294.03,Not Cooking,,,,,
30.713449,14.065021,100,426,53.588406,0.027344,-0.011719,0.998047,9,688,685,201,0.027,2.064,2.055,0.603,2581,1963.949707,10154294.03,Not Cooking,,,,,
30.716593,14.065162,100,425,53.421112,0.017578,-0.007812,1.001953,9,686,694,203,0.027,2.058,2.082,0.609,3000,1960.594727,10136826.78,Not Cooking,,,,,
30.718792,14.065263,100,428,53.504505,0.023438,-0.009766,1.017578,9,686,705,202,0.027,2.058,2.115,0.606,2019,1960.638794,10136826.78,Not Cooking,,,,,
30.722879,14.065449,100,431,53.421112,0.019531,-0.011719,1,7,686,684,202,0.021,2.058,2.052,0.606,2897,1960.720703,10136826.78,Not Cooking,,,,,
30.726023,14.060636,100,425,53.421112,0.021484,-0.007812,0.988281,8,688,673,203,0.024,2.064,2.019,0.609,2429,1972.202515,10195050.95,Not Cooking,,,,,
30.728222,14.070646,100,422,53.337723,0.023438,-0.011719,1.005859,9,685,657,202,0.027,2.055,1.971,0.606,2574,1960.803711,10136826.78,Not Cooking,,,,,
30.731052,14.080688,100,418,53.421112,0.019531,-0.007812,1.001953,9,686,709,202,0.027,2.058,2.127,0.606,2983,1964.230713,10154294.03,Not Cooking,,,,,
30.73608,14.085875,100,417,53.504505,0.021484,-0.011719,1.001953,9,687,640,203,0.027,2.061,1.92,0.609,2310,1964.307617,10154294.03,Not Cooking,,,,,
30.74111,14.100974,100,410,53.588406,0.015625,-0.005859,1.007812,7,687,706,203,0.021,2.061,2.118,0.609,2056,1960.91748,10136826.78,Not Cooking,,,,,
30.746769,14.126023,100,398,53.588406,0.019531,-0.009766,1.015625,8,685,667,201,0.024,2.055,2.001,0.603,2152,1964.328979,10154294.03,Not Cooking,,,,,
30.749283,14.175735,100,379,53.672306,0.023438,-0.005859,0.996094,8,686,694,202,0.024,2.058,2.082,0.606,1864,1972.113525,10195050.95,Not Cooking,,,,,
30.753368,14.235472,100,358,53.672306,0.03125,-0.009766,0.994141,8,688,688,203,0.024,2.064,2.064,0.609,2913,1960.511597,10136826.78,Not Cooking,,,,,
30.755569,14.290184,100,348,53.588406,0.023438,0,1.015625,8,685,663,204,0.024,2.055,1.989,0.612,1714,1963.70752,10154294.03,Not Cooking,,,,,
30.758398,14.33005,100,341,53.504505,0.03125,-0.009766,1.005859,8,686,707,201,0.024,2.058,2.121,0.603,2318,1960.153442,10136826.78,Not Cooking,,,,,
30.762798,14.355097,100,334,53.421112,0.021484,-0.015625,1.007812,7,686,641,203,0.021,2.058,1.923,0.609,2286,1960.120728,10136826.78,Not Cooking,,,,,
30.767513,14.375193,100,335,53.421112,0.021484,-0.009766,1.005859,9,687,704,202,0.027,2.061,2.112,0.606,2303,1960.11853,10136826.78,Not Cooking,,,,,
30.775997,14.380555,100,332,53.421112,0.025391,0.001953,1,8,685,671,201,0.024,2.055,2.013,0.603,2740,1960.264404,10136826.78,Not Cooking,,,,,
30.781027,14.380788,100,336,53.337723,0.015625,-0.005859,1.015625,7,686,703,201,0.021,2.058,2.109,0.603,1706,1968.339722,10177583.7,Not Cooking,,,,,
30.786686,14.356199,100,342,53.337723,0.021484,-0.013672,1.013672,9,688,697,203,0.027,2.064,2.091,0.609,2138,1964.0177,10154294.03,Not Cooking,,,,,
30.790771,14.316642,100,355,53.253822,0.011719,-0.011719,1,9,686,674,202,0.027,2.058,2.022,0.606,2570,1964.293579,10154294.03,Not Cooking,,,,,
30.792658,14.286928,100,367,53.337723,0.015625,-0.011719,0.998047,9,686,707,202,0.027,2.058,2.121,0.606,2384,1972.453735,10195050.95,Not Cooking,,,,,
30.796743,14.237463,100,377,53.337723,0.023438,-0.005859,1.007812,8,687,672,203,0.024,2.061,2.016,0.609,1783,1964.800659,10154294.03,Not Cooking,,,,,
30.800516,14.202892,100,385,53.337723,0.021484,-0.007812,1.001953,7,688,704,203,0.021,2.064,2.112,0.609,2517,1973.025269,10195050.95,Not Cooking,,,,,
